Record Length,9216,,Source,CH1
Sample Interval,0.0000000040000,,Second,Volt
Vertical Units,CH1:V,,-0.00001843200,35.60000
Vertical Scale,CH1:10.00,,-0.00001842800,35.60000
Vertical Offset,CH1:-4.00000,,-0.00001842400,35.60000
Horizontal Units,s,,-0.00001842000,35.60000
Horizontal Scale,0.0000025000,,-0.00001841600,35.20000
Model Number,WaveAce212,,-0.00001841200,34.80000
Serial Number,LCRY2101C02669,,-0.00001840800,34.80000
Software Version,2.06.02.19,,-0.00001840400,34.40000
,,,-0.00001840000,34.40000
,,,-0.00001839600,34.40000
,,,-0.00001839200,34.00000
,,,-0.00001838800,34.00000
,,,-0.00001838400,34.00000
,,,-0.00001838000,33.60000
,,,-0.00001837600,33.60000
,,,-0.00001837200,33.60000
,,,-0.00001836800,33.20000
,,,-0.00001836400,33.20000
,,,-0.00001836000,32.80000
,,,-0.00001835600,32.80000
,,,-0.00001835200,32.80000
,,,-0.00001834800,32.40000
,,,-0.00001834400,32.40000
,,,-0.00001834000,32.40000
,,,-0.00001833600,32.40000
,,,-0.00001833200,32.40000
,,,-0.00001832800,32.00000
,,,-0.00001832400,32.00000
,,,-0.00001832000,32.00000
,,,-0.00001831600,31.60000
,,,-0.00001831200,31.60000
,,,-0.00001830800,31.20000
,,,-0.00001830400,31.60000
,,,-0.00001830000,31.20000
,,,-0.00001829600,31.20000
,,,-0.00001829200,30.80000
,,,-0.00001828800,30.80000
,,,-0.00001828400,30.80000
,,,-0.00001828000,30.80000
,,,-0.00001827600,30.80000
,,,-0.00001827200,30.80000
,,,-0.00001826800,30.80000
,,,-0.00001826400,30.40000
,,,-0.00001826000,30.40000
,,,-0.00001825600,30.40000
,,,-0.00001825200,30.40000
,,,-0.00001824800,30.40000
,,,-0.00001824400,30.00000
,,,-0.00001824000,30.40000
,,,-0.00001823600,30.00000
,,,-0.00001823200,30.00000
,,,-0.00001822800,30.00000
,,,-0.00001822400,30.00000
,,,-0.00001822000,30.00000
,,,-0.00001821600,30.00000
,,,-0.00001821200,30.00000
,,,-0.00001820800,30.00000
,,,-0.00001820400,30.00000
,,,-0.00001820000,30.00000
,,,-0.00001819600,30.00000
,,,-0.00001819200,30.00000
,,,-0.00001818800,30.00000
,,,-0.00001818400,30.00000
,,,-0.00001818000,30.00000
,,,-0.00001817600,30.00000
,,,-0.00001817200,30.00000
,,,-0.00001816800,30.00000
,,,-0.00001816400,30.00000
,,,-0.00001816000,30.00000
,,,-0.00001815600,30.00000
,,,-0.00001815200,30.40000
,,,-0.00001814800,30.00000
,,,-0.00001814400,30.00000
,,,-0.00001814000,30.00000
,,,-0.00001813600,30.40000
,,,-0.00001813200,30.40000
,,,-0.00001812800,30.40000
,,,-0.00001812400,30.40000
,,,-0.00001812000,30.80000
,,,-0.00001811600,30.40000
,,,-0.00001811200,30.80000
,,,-0.00001810800,30.80000
,,,-0.00001810400,30.80000
,,,-0.00001810000,31.20000
,,,-0.00001809600,31.20000
,,,-0.00001809200,31.20000
,,,-0.00001808800,31.20000
,,,-0.00001808400,31.20000
,,,-0.00001808000,31.60000
,,,-0.00001807600,32.00000
,,,-0.00001807200,31.60000
,,,-0.00001806800,32.00000
,,,-0.00001806400,32.00000
,,,-0.00001806000,32.40000
,,,-0.00001805600,32.00000
,,,-0.00001805200,32.40000
,,,-0.00001804800,32.40000
,,,-0.00001804400,32.80000
,,,-0.00001804000,32.80000
,,,-0.00001803600,32.80000
,,,-0.00001803200,33.20000
,,,-0.00001802800,33.20000
,,,-0.00001802400,33.20000
,,,-0.00001802000,33.60000
,,,-0.00001801600,34.00000
,,,-0.00001801200,34.00000
,,,-0.00001800800,34.00000
,,,-0.00001800400,34.40000
,,,-0.00001800000,34.40000
,,,-0.00001799600,34.40000
,,,-0.00001799200,34.80000
,,,-0.00001798800,34.80000
,,,-0.00001798400,35.20000
,,,-0.00001798000,34.80000
,,,-0.00001797600,35.20000
,,,-0.00001797200,35.60000
,,,-0.00001796800,35.60000
,,,-0.00001796400,36.00000
,,,-0.00001796000,35.60000
,,,-0.00001795600,36.00000
,,,-0.00001795200,36.40000
,,,-0.00001794800,36.40000
,,,-0.00001794400,36.40000
,,,-0.00001794000,36.40000
,,,-0.00001793600,36.40000
,,,-0.00001793200,36.80000
,,,-0.00001792800,36.80000
,,,-0.00001792400,36.80000
,,,-0.00001792000,37.20000
,,,-0.00001791600,37.60000
,,,-0.00001791200,37.20000
,,,-0.00001790800,37.60000
,,,-0.00001790400,37.60000
,,,-0.00001790000,37.60000
,,,-0.00001789600,37.60000
,,,-0.00001789200,37.60000
,,,-0.00001788800,38.00000
,,,-0.00001788400,37.60000
,,,-0.00001788000,37.60000
,,,-0.00001787600,38.00000
,,,-0.00001787200,38.00000
,,,-0.00001786800,38.00000
,,,-0.00001786400,38.00000
,,,-0.00001786000,38.40000
,,,-0.00001785600,38.00000
,,,-0.00001785200,38.00000
,,,-0.00001784800,38.40000
,,,-0.00001784400,38.40000
,,,-0.00001784000,38.40000
,,,-0.00001783600,38.40000
,,,-0.00001783200,38.80000
,,,-0.00001782800,38.80000
,,,-0.00001782400,38.40000
,,,-0.00001782000,38.80000
,,,-0.00001781600,38.40000
,,,-0.00001781200,38.40000
,,,-0.00001780800,38.80000
,,,-0.00001780400,38.40000
,,,-0.00001780000,38.40000
,,,-0.00001779600,38.40000
,,,-0.00001779200,38.40000
,,,-0.00001778800,38.40000
,,,-0.00001778400,38.40000
,,,-0.00001778000,38.40000
,,,-0.00001777600,38.40000
,,,-0.00001777200,38.80000
,,,-0.00001776800,38.40000
,,,-0.00001776400,38.40000
,,,-0.00001776000,38.40000
,,,-0.00001775600,38.00000
,,,-0.00001775200,38.00000
,,,-0.00001774800,38.00000
,,,-0.00001774400,38.00000
,,,-0.00001774000,38.00000
,,,-0.00001773600,38.00000
,,,-0.00001773200,38.00000
,,,-0.00001772800,37.60000
,,,-0.00001772400,37.60000
,,,-0.00001772000,37.60000
,,,-0.00001771600,37.60000
,,,-0.00001771200,37.60000
,,,-0.00001770800,37.60000
,,,-0.00001770400,37.20000
,,,-0.00001770000,37.60000
,,,-0.00001769600,37.20000
,,,-0.00001769200,37.20000
,,,-0.00001768800,36.80000
,,,-0.00001768400,37.20000
,,,-0.00001768000,36.80000
,,,-0.00001767600,36.40000
,,,-0.00001767200,36.40000
,,,-0.00001766800,36.80000
,,,-0.00001766400,36.40000
,,,-0.00001766000,36.00000
,,,-0.00001765600,36.00000
,,,-0.00001765200,36.00000
,,,-0.00001764800,36.00000
,,,-0.00001764400,35.60000
,,,-0.00001764000,35.60000
,,,-0.00001763600,35.60000
,,,-0.00001763200,35.20000
,,,-0.00001762800,34.80000
,,,-0.00001762400,35.20000
,,,-0.00001762000,34.80000
,,,-0.00001761600,34.80000
,,,-0.00001761200,34.40000
,,,-0.00001760800,34.40000
,,,-0.00001760400,34.40000
,,,-0.00001760000,34.00000
,,,-0.00001759600,33.60000
,,,-0.00001759200,34.00000
,,,-0.00001758800,34.00000
,,,-0.00001758400,34.00000
,,,-0.00001758000,33.60000
,,,-0.00001757600,33.60000
,,,-0.00001757200,33.20000
,,,-0.00001756800,33.20000
,,,-0.00001756400,32.80000
,,,-0.00001756000,32.80000
,,,-0.00001755600,32.80000
,,,-0.00001755200,32.80000
,,,-0.00001754800,32.40000
,,,-0.00001754400,32.40000
,,,-0.00001754000,32.40000
,,,-0.00001753600,32.00000
,,,-0.00001753200,31.60000
,,,-0.00001752800,32.00000
,,,-0.00001752400,31.60000
,,,-0.00001752000,31.60000
,,,-0.00001751600,31.60000
,,,-0.00001751200,31.20000
,,,-0.00001750800,31.20000
,,,-0.00001750400,31.20000
,,,-0.00001750000,30.80000
,,,-0.00001749600,30.80000
,,,-0.00001749200,30.80000
,,,-0.00001748800,30.80000
,,,-0.00001748400,30.80000
,,,-0.00001748000,30.40000
,,,-0.00001747600,30.40000
,,,-0.00001747200,30.40000
,,,-0.00001746800,30.40000
,,,-0.00001746400,30.40000
,,,-0.00001746000,30.40000
,,,-0.00001745600,30.00000
,,,-0.00001745200,30.00000
,,,-0.00001744800,30.00000
,,,-0.00001744400,30.00000
,,,-0.00001744000,30.00000
,,,-0.00001743600,30.00000
,,,-0.00001743200,30.00000
,,,-0.00001742800,30.00000
,,,-0.00001742400,30.00000
,,,-0.00001742000,30.00000
,,,-0.00001741600,30.00000
,,,-0.00001741200,30.00000
,,,-0.00001740800,30.00000
,,,-0.00001740400,30.00000
,,,-0.00001740000,30.00000
,,,-0.00001739600,30.00000
,,,-0.00001739200,29.60000
,,,-0.00001738800,30.00000
,,,-0.00001738400,30.00000
,,,-0.00001738000,30.00000
,,,-0.00001737600,30.00000
,,,-0.00001737200,30.00000
,,,-0.00001736800,30.00000
,,,-0.00001736400,30.00000
,,,-0.00001736000,30.00000
,,,-0.00001735600,30.00000
,,,-0.00001735200,30.00000
,,,-0.00001734800,30.00000
,,,-0.00001734400,30.00000
,,,-0.00001734000,30.00000
,,,-0.00001733600,30.00000
,,,-0.00001733200,30.00000
,,,-0.00001732800,30.40000
,,,-0.00001732400,30.40000
,,,-0.00001732000,30.40000
,,,-0.00001731600,30.40000
,,,-0.00001731200,30.40000
,,,-0.00001730800,30.40000
,,,-0.00001730400,30.40000
,,,-0.00001730000,30.80000
,,,-0.00001729600,30.80000
,,,-0.00001729200,30.80000
,,,-0.00001728800,30.80000
,,,-0.00001728400,30.80000
,,,-0.00001728000,31.20000
,,,-0.00001727600,31.60000
,,,-0.00001727200,31.60000
,,,-0.00001726800,31.60000
,,,-0.00001726400,31.60000
,,,-0.00001726000,31.60000
,,,-0.00001725600,31.60000
,,,-0.00001725200,32.00000
,,,-0.00001724800,32.00000
,,,-0.00001724400,32.40000
,,,-0.00001724000,32.40000
,,,-0.00001723600,32.40000
,,,-0.00001723200,32.40000
,,,-0.00001722800,32.40000
,,,-0.00001722400,32.80000
,,,-0.00001722000,32.80000
,,,-0.00001721600,32.80000
,,,-0.00001721200,33.20000
,,,-0.00001720800,33.20000
,,,-0.00001720400,33.20000
,,,-0.00001720000,33.60000
,,,-0.00001719600,33.60000
,,,-0.00001719200,33.60000
,,,-0.00001718800,33.60000
,,,-0.00001718400,33.60000
,,,-0.00001718000,33.60000
,,,-0.00001717600,34.00000
