Record Length,9216,,Source,CH1
Sample Interval,0.0000000040000,,Second,Volt
Vertical Units,CH1:V,,-0.00001843200,-4.00000
Vertical Scale,CH1:10.00,,-0.00001842800,-4.40000
Vertical Offset,CH1:-4.00000,,-0.00001842400,-4.00000
Horizontal Units,s,,-0.00001842000,-4.40000
Horizontal Scale,0.0000025000,,-0.00001841600,-4.00000
Model Number,WaveAce212,,-0.00001841200,-4.00000
Serial Number,LCRY2101C02669,,-0.00001840800,-3.60000
Software Version,2.06.02.19,,-0.00001840400,-4.00000
,,,-0.00001840000,-3.60000
,,,-0.00001839600,-3.60000
,,,-0.00001839200,-4.00000
,,,-0.00001838800,-3.60000
,,,-0.00001838400,-3.60000
,,,-0.00001838000,-3.60000
,,,-0.00001837600,-3.60000
,,,-0.00001837200,-3.60000
,,,-0.00001836800,-3.60000
,,,-0.00001836400,-3.60000
,,,-0.00001836000,-3.60000
,,,-0.00001835600,-3.20000
,,,-0.00001835200,-3.60000
,,,-0.00001834800,-3.20000
,,,-0.00001834400,-3.20000
,,,-0.00001834000,-3.60000
,,,-0.00001833600,-3.20000
,,,-0.00001833200,-3.20000
,,,-0.00001832800,-3.20000
,,,-0.00001832400,-3.20000
,,,-0.00001832000,-3.20000
,,,-0.00001831600,-3.20000
,,,-0.00001831200,-3.20000
,,,-0.00001830800,-2.80000
,,,-0.00001830400,-3.20000
,,,-0.00001830000,-2.80000
,,,-0.00001829600,-3.20000
,,,-0.00001829200,-2.80000
,,,-0.00001828800,-3.20000
,,,-0.00001828400,-2.80000
,,,-0.00001828000,-2.80000
,,,-0.00001827600,-2.80000
,,,-0.00001827200,-2.80000
,,,-0.00001826800,-2.80000
,,,-0.00001826400,-2.80000
,,,-0.00001826000,-2.80000
,,,-0.00001825600,-2.80000
,,,-0.00001825200,-2.80000
,,,-0.00001824800,-2.80000
,,,-0.00001824400,-2.80000
,,,-0.00001824000,-2.80000
,,,-0.00001823600,-2.80000
,,,-0.00001823200,-2.80000
,,,-0.00001822800,-2.80000
,,,-0.00001822400,-2.80000
,,,-0.00001822000,-2.80000
,,,-0.00001821600,-2.80000
,,,-0.00001821200,-2.80000
,,,-0.00001820800,-2.80000
,,,-0.00001820400,-2.80000
,,,-0.00001820000,-2.80000
,,,-0.00001819600,-2.40000
,,,-0.00001819200,-2.80000
,,,-0.00001818800,-2.80000
,,,-0.00001818400,-2.80000
,,,-0.00001818000,-2.80000
,,,-0.00001817600,-2.80000
,,,-0.00001817200,-2.80000
,,,-0.00001816800,-2.80000
,,,-0.00001816400,-2.80000
,,,-0.00001816000,-2.40000
,,,-0.00001815600,-2.40000
,,,-0.00001815200,-2.80000
,,,-0.00001814800,-2.80000
,,,-0.00001814400,-2.80000
,,,-0.00001814000,-2.80000
,,,-0.00001813600,-2.80000
,,,-0.00001813200,-2.80000
,,,-0.00001812800,-2.40000
