Source,CH1
Second,Volt
-0.00000662000,0.80000
-0.00000661500,0.00
-0.00000661000,1.60000
-0.00000660500,-0.80000
-0.00000660000,0.80000
-0.00000659500,0.00
-0.00000659000,0.80000
-0.00000658500,1.60000
-0.00000658000,4.00000
-0.00000657500,3.20000
-0.00000657000,3.20000
-0.00000656500,4.80000
-0.00000656000,6.40000
-0.00000655500,5.60000
-0.00000655000,6.40000
-0.00000654500,6.40000
-0.00000654000,7.20000
-0.00000653500,8.00000
-0.00000653000,10.40000
-0.00000652500,10.40000
-0.00000652000,10.40000
-0.00000651500,9.60000
-0.00000651000,12.00000
-0.00000650500,12.00000
-0.00000650000,12.80000
-0.00000649500,12.80000
-0.00000649000,12.80000
-0.00000648500,12.80000
-0.00000648000,13.60000
-0.00000647500,12.80000
-0.00000647000,13.60000
-0.00000646500,12.00000
-0.00000646000,13.60000
-0.00000645500,14.40000
-0.00000645000,13.60000
-0.00000644500,13.60000
-0.00000644000,13.60000
-0.00000643500,12.80000
-0.00000643000,13.60000
-0.00000642500,12.00000
-0.00000642000,12.80000
-0.00000641500,13.60000
-0.00000641000,12.00000
-0.00000640500,11.20000
-0.00000640000,12.00000
-0.00000639500,11.20000
-0.00000639000,12.80000
-0.00000638500,11.20000
-0.00000638000,12.00000
-0.00000637500,11.20000
-0.00000637000,11.20000
-0.00000636500,10.40000
-0.00000636000,10.40000
-0.00000635500,10.40000
-0.00000635000,11.20000
-0.00000634500,11.20000
-0.00000634000,10.40000
-0.00000633500,10.40000
-0.00000633000,10.40000
-0.00000632500,11.20000
-0.00000632000,12.00000
-0.00000631500,9.60000
-0.00000631000,11.20000
-0.00000630500,11.20000
-0.00000630000,12.00000
-0.00000629500,11.20000
-0.00000629000,12.00000
-0.00000628500,12.80000
-0.00000628000,13.60000
-0.00000627500,12.80000
-0.00000627000,14.40000
-0.00000626500,13.60000
-0.00000626000,14.40000
-0.00000625500,14.40000
-0.00000625000,15.20000
-0.00000624500,15.20000
-0.00000624000,16.00000
-0.00000623500,15.20000
-0.00000623000,16.80000
-0.00000622500,16.80000
-0.00000622000,16.80000
-0.00000621500,16.80000
-0.00000621000,16.80000
-0.00000620500,18.40000
-0.00000620000,18.40000
-0.00000619500,16.80000
-0.00000619000,19.20000
-0.00000618500,18.40000
-0.00000618000,18.40000
-0.00000617500,18.40000
-0.00000617000,17.60000
-0.00000616500,18.40000
-0.00000616000,18.40000
-0.00000615500,17.60000
-0.00000615000,18.40000
-0.00000614500,17.60000
-0.00000614000,17.60000
-0.00000613500,17.60000
-0.00000613000,16.80000
-0.00000612500,17.60000
-0.00000612000,16.80000
-0.00000611500,15.20000
-0.00000611000,16.00000
-0.00000610500,15.20000
-0.00000610000,14.40000
-0.00000609500,14.40000
-0.00000609000,14.40000
-0.00000608500,13.60000
-0.00000608000,13.60000
-0.00000607500,12.80000
-0.00000607000,13.60000
-0.00000606500,12.00000
-0.00000606000,12.80000
-0.00000605500,12.80000
-0.00000605000,12.80000
-0.00000604500,11.20000
-0.00000604000,12.00000
-0.00000603500,11.20000
-0.00000603000,12.00000
-0.00000602500,12.00000
-0.00000602000,12.00000
-0.00000601500,12.00000
-0.00000601000,12.80000
-0.00000600500,11.20000
-0.00000600000,13.60000
-0.00000599500,12.00000
-0.00000599000,13.60000
-0.00000598500,14.40000
-0.00000598000,14.40000
-0.00000597500,14.40000
-0.00000597000,15.20000
-0.00000596500,15.20000
-0.00000596000,16.80000
-0.00000595500,16.00000
-0.00000595000,16.80000
-0.00000594500,17.60000
-0.00000594000,17.60000
-0.00000593500,19.20000
-0.00000593000,20.00000
-0.00000592500,20.00000
-0.00000592000,20.80000
-0.00000591500,21.60000
-0.00000591000,23.20000
-0.00000590500,21.60000
-0.00000590000,20.80000
-0.00000589500,23.20000
-0.00000589000,23.20000
-0.00000588500,24.00000
-0.00000588000,23.20000
-0.00000587500,22.40000
-0.00000587000,23.20000
-0.00000586500,23.20000
-0.00000586000,23.20000
-0.00000585500,23.20000
-0.00000585000,23.20000
-0.00000584500,23.20000
-0.00000584000,22.40000
-0.00000583500,22.40000
-0.00000583000,22.40000
-0.00000582500,22.40000
-0.00000582000,21.60000
-0.00000581500,21.60000
-0.00000581000,20.80000
-0.00000580500,21.60000
-0.00000580000,20.00000
-0.00000579500,19.20000
-0.00000579000,20.00000
-0.00000578500,20.00000
-0.00000578000,19.20000
-0.00000577500,19.20000
-0.00000577000,18.40000
-0.00000576500,18.40000
-0.00000576000,18.40000
-0.00000575500,16.80000
-0.00000575000,17.60000
-0.00000574500,18.40000
-0.00000574000,17.60000
-0.00000573500,18.40000
-0.00000573000,17.60000
-0.00000572500,17.60000
-0.00000572000,17.60000
-0.00000571500,17.60000
-0.00000571000,16.80000
-0.00000570500,17.60000
-0.00000570000,17.60000
-0.00000569500,18.40000
-0.00000569000,18.40000
-0.00000568500,18.40000
-0.00000568000,19.20000
-0.00000567500,18.40000
-0.00000567000,19.20000
-0.00000566500,19.20000
-0.00000566000,20.00000
-0.00000565500,20.00000
-0.00000565000,20.00000
-0.00000564500,20.80000
-0.00000564000,20.80000
-0.00000563500,20.80000
-0.00000563000,20.80000
-0.00000562500,21.60000
-0.00000562000,20.80000
-0.00000561500,22.40000
-0.00000561000,20.80000
-0.00000560500,21.60000
-0.00000560000,22.40000
-0.00000559500,21.60000
-0.00000559000,22.40000
-0.00000558500,22.40000
-0.00000558000,22.40000
-0.00000557500,21.60000
-0.00000557000,22.40000
-0.00000556500,22.40000
-0.00000556000,20.80000
-0.00000555500,20.80000
-0.00000555000,20.80000
-0.00000554500,20.80000
-0.00000554000,20.00000
-0.00000553500,19.20000
-0.00000553000,19.20000
-0.00000552500,19.20000
-0.00000552000,17.60000
-0.00000551500,16.80000
-0.00000551000,16.80000
-0.00000550500,15.20000
-0.00000550000,14.40000
-0.00000549500,14.40000
-0.00000549000,14.40000
-0.00000548500,12.80000
-0.00000548000,12.80000
-0.00000547500,11.20000
-0.00000547000,11.20000
-0.00000546500,10.40000
-0.00000546000,10.40000
-0.00000545500,8.80000
-0.00000545000,8.00000
-0.00000544500,6.40000
-0.00000544000,8.00000
-0.00000543500,5.60000
-0.00000543000,5.60000
-0.00000542500,4.00000
-0.00000542000,5.60000
-0.00000541500,4.80000
-0.00000541000,4.80000
-0.00000540500,3.20000
-0.00000540000,3.20000
-0.00000539500,0.80000
-0.00000539000,1.60000
-0.00000538500,2.40000
-0.00000538000,1.60000
-0.00000537500,0.00
-0.00000537000,1.60000
-0.00000536500,0.00
-0.00000536000,0.80000
-0.00000535500,0.00
-0.00000535000,0.00
-0.00000534500,0.00
-0.00000534000,0.80000
-0.00000533500,0.00
-0.00000533000,0.80000
-0.00000532500,0.80000
-0.00000532000,1.60000
-0.00000531500,-2.40000
-0.00000531000,0.80000
-0.00000530500,-2.40000
-0.00000530000,1.60000
-0.00000529500,1.60000
-0.00000529000,1.60000
-0.00000528500,0.00
-0.00000528000,0.80000
-0.00000527500,0.00
-0.00000527000,1.60000
-0.00000526500,1.60000
-0.00000526000,2.40000
-0.00000525500,3.20000
-0.00000525000,4.00000
-0.00000524500,3.20000
-0.00000524000,4.00000
-0.00000523500,4.00000
-0.00000523000,5.60000
-0.00000522500,4.80000
-0.00000522000,5.60000
-0.00000521500,4.80000
-0.00000521000,5.60000
-0.00000520500,6.40000
-0.00000520000,6.40000
-0.00000519500,5.60000
-0.00000519000,6.40000
-0.00000518500,5.60000
-0.00000518000,8.00000
-0.00000517500,7.20000
-0.00000517000,7.20000
-0.00000516500,6.40000
-0.00000516000,8.00000
-0.00000515500,6.40000
-0.00000515000,8.00000
-0.00000514500,7.20000
-0.00000514000,7.20000
-0.00000513500,8.00000
-0.00000513000,7.20000
-0.00000512500,6.40000
-0.00000512000,7.20000
-0.00000511500,7.20000
-0.00000511000,8.00000
-0.00000510500,8.00000
-0.00000510000,8.00000
-0.00000509500,8.00000
-0.00000509000,8.00000
-0.00000508500,8.80000
-0.00000508000,9.60000
-0.00000507500,8.80000
-0.00000507000,10.40000
-0.00000506500,9.60000
-0.00000506000,10.40000
-0.00000505500,11.20000
-0.00000505000,11.20000
-0.00000504500,11.20000
-0.00000504000,12.80000
-0.00000503500,12.00000
-0.00000503000,13.60000
-0.00000502500,12.80000
-0.00000502000,14.40000
-0.00000501500,13.60000
-0.00000501000,14.40000
-0.00000500500,15.20000
-0.00000500000,16.00000
-0.00000499500,16.00000
-0.00000499000,16.80000
-0.00000498500,16.00000
-0.00000498000,17.60000
-0.00000497500,18.40000
-0.00000497000,19.20000
-0.00000496500,19.20000
-0.00000496000,20.80000
-0.00000495500,20.80000
-0.00000495000,20.80000
-0.00000494500,21.60000
-0.00000494000,22.40000
-0.00000493500,23.20000
-0.00000493000,22.40000
-0.00000492500,24.00000
-0.00000492000,24.00000
-0.00000491500,23.20000
-0.00000491000,24.00000
-0.00000490500,24.80000
-0.00000490000,26.40000
-0.00000489500,26.40000
